epoch,accuracy,loss,val_accuracy,val_loss
0,0.25912806391716003,2.2268025875091553,0.1047491803765297,2.9184412956237793
1,0.3444176912307739,1.863198161125183,0.1061883196234703,2.970212697982788
2,0.3862510621547699,1.7379977703094482,0.14761513471603394,2.7029483318328857
3,0.41067665815353394,1.6517654657363892,0.15923108160495758,2.712538719177246
4,0.43507587909698486,1.57034170627594,0.2317022979259491,2.561943769454956
5,0.45507481694221497,1.5164709091186523,0.1743421107530594,2.8676435947418213
6,0.4745204448699951,1.4679027795791626,0.30705180764198303,2.3712589740753174
7,0.48279404640197754,1.4341131448745728,0.3009868562221527,2.3216359615325928
8,0.4990250766277313,1.4000869989395142,0.37890625,1.9020628929138184
9,0.5067453384399414,1.3750008344650269,0.455078125,1.7079509496688843
10,0.5155723094940186,1.3471847772598267,0.4460320770740509,1.6328585147857666
11,0.5221595764160156,1.3261876106262207,0.40655839443206787,1.904376745223999
12,0.5305122137069702,1.3099712133407593,0.40008223056793213,2.0238919258117676
13,0.5408937335014343,1.280291199684143,0.3744860291481018,2.1224095821380615
14,0.5506165623664856,1.2633123397827148,0.3798314034938812,2.1418769359588623
15,0.5536203384399414,1.258040428161621,0.45692846179008484,1.8008009195327759
16,0.5591800212860107,1.2391353845596313,0.5062705874443054,1.440058946609497
17,0.5592590570449829,1.23214852809906,0.5261101722717285,1.393591284751892
18,0.5694825053215027,1.2115815877914429,0.4071751534938812,1.9959115982055664
19,0.5757272243499756,1.1915242671966553,0.5751439332962036,1.22245454788208
20,0.5806009769439697,1.185617208480835,0.45425575971603394,1.7745994329452515
21,0.5826089382171631,1.1724027395248413,0.521484375,1.4289333820343018
22,0.5919846296310425,1.1541664600372314,0.5553042888641357,1.3243870735168457
23,0.5956735014915466,1.143804669380188,0.6412417888641357,1.0330157279968262
24,0.59709632396698,1.138846755027771,0.4787212312221527,1.6490063667297363
25,0.5983347296714783,1.131628394126892,0.5358757972717285,1.4174084663391113
26,0.6058441996574402,1.1173689365386963,0.49917763471603394,1.6184676885604858
27,0.6068191528320312,1.109618902206421,0.548828125,1.3483937978744507
28,0.6114038825035095,1.0990480184555054,0.55859375,1.2991759777069092
29,0.6176486015319824,1.0824863910675049,0.48889803886413574,1.694493293762207
30,0.613169252872467,1.0935653448104858,0.5541735291481018,1.459348201751709
31,0.6187025904655457,1.0762418508529663,0.5071957111358643,1.7125297784805298
32,0.6236035227775574,1.0613609552383423,0.6328125,1.053945779800415
33,0.6307177543640137,1.0535593032836914,0.6525493264198303,1.0190179347991943
34,0.6339850425720215,1.0379997491836548,0.6447368264198303,1.0021917819976807
35,0.6321669220924377,1.043817400932312,0.4268092215061188,1.9685745239257812
36,0.6366726160049438,1.0272794961929321,0.5153166055679321,1.5532140731811523
37,0.6405723094940186,1.0243433713912964,0.5047286152839661,1.6117353439331055
38,0.6411519646644592,1.0126664638519287,0.6825658082962036,0.9062812328338623
39,0.6448671817779541,1.0061815977096558,0.6655016541481018,0.959335207939148
