epoch,accuracy,loss,val_accuracy,val_loss
0,0.280460923910141,2.0742180347442627,0.3203125,2.068523645401001
1,0.3665764033794403,1.7570300102233887,0.3938301205635071,1.8258119821548462
2,0.4170345067977905,1.6338633298873901,0.41416266560554504,1.7548601627349854
3,0.44116172194480896,1.560921549797058,0.49138620495796204,1.442832589149475
4,0.46258026361465454,1.4989423751831055,0.4092548191547394,1.8111175298690796
5,0.482017457485199,1.4430210590362549,0.5118188858032227,1.3628183603286743
6,0.5033858418464661,1.3905020952224731,0.5599960088729858,1.2460979223251343
7,0.514396071434021,1.3582589626312256,0.5931490659713745,1.1786737442016602
8,0.5305226445198059,1.321083664894104,0.6256009340286255,1.0786285400390625
9,0.5421097278594971,1.2968825101852417,0.6274038553237915,1.056329607963562
10,0.555126428604126,1.2587754726409912,0.6728765964508057,0.9484981894493103
11,0.5594652891159058,1.2459889650344849,0.5792267918586731,1.2241501808166504
12,0.5711526870727539,1.2245889902114868,0.5914463400840759,1.183463454246521
13,0.5792034268379211,1.2004562616348267,0.5413661599159241,1.4664218425750732
14,0.5849969983100891,1.1816445589065552,0.6690705418586731,0.952930748462677
15,0.592621386051178,1.1656246185302734,0.710036039352417,0.8316389918327332
16,0.5936747789382935,1.1599140167236328,0.6693710088729858,0.980897068977356
17,0.6022772789001465,1.1349048614501953,0.5883413553237915,1.1838065385818481
18,0.6068419218063354,1.1223047971725464,0.6872996687889099,0.9103711247444153
19,0.6102778911590576,1.1151738166809082,0.6797876358032227,0.9368634223937988
20,0.6153942346572876,1.0993694067001343,0.6389222741127014,1.100767731666565
