epoch,accuracy,loss,val_accuracy,val_loss
0,0.28626203536987305,2.032951831817627,0.37119391560554504,1.7667107582092285
1,0.36789658665657043,1.740545392036438,0.4172676205635071,1.6566418409347534
2,0.41197749972343445,1.6256910562515259,0.47315704822540283,1.4818145036697388
3,0.43559083342552185,1.5653975009918213,0.5250400900840759,1.2947298288345337
4,0.4514167904853821,1.5166789293289185,0.4246794879436493,1.6348472833633423
5,0.466112345457077,1.4767181873321533,0.49729567766189575,1.422990322113037
6,0.48666098713874817,1.4359967708587646,0.4279847741127014,1.722861647605896
7,0.49550342559814453,1.4083331823349,0.4490184187889099,1.6046640872955322
8,0.5079129934310913,1.3850483894348145,0.5784254670143127,1.1555027961730957
9,0.517257809638977,1.3574413061141968,0.506911039352417,1.3979861736297607
10,0.5274065732955933,1.3302615880966187,0.47265625,1.4450771808624268
11,0.5318529009819031,1.3130543231964111,0.5923477411270142,1.15392005443573
12,0.5425291657447815,1.2930703163146973,0.45893430709838867,1.5693989992141724
13,0.550969660282135,1.2710680961608887,0.5872395634651184,1.1589773893356323
14,0.5563957095146179,1.261864423751831,0.5561898946762085,1.362765908241272
15,0.5638313889503479,1.2349975109100342,0.6714743375778198,0.9486472010612488
16,0.5667202472686768,1.2256687879562378,0.5547876358032227,1.3083295822143555
17,0.5709907412528992,1.2136530876159668,0.6182892918586731,1.104694128036499
18,0.5790795683860779,1.1972017288208008,0.5053085088729858,1.5936150550842285
19,0.5808882713317871,1.1921312808990479,0.6946113705635071,0.882400393486023
20,0.5827471613883972,1.1832022666931152,0.6574519276618958,0.9793056845664978
21,0.5903084874153137,1.1643970012664795,0.5691105723381042,1.241316318511963
22,0.5947548151016235,1.1573234796524048,0.5769230723381042,1.2406216859817505
23,0.5977944135665894,1.1524630784988403,0.6472355723381042,1.0145732164382935
24,0.6026175618171692,1.139766812324524,0.6134815812110901,1.2136573791503906
