epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.15019011497497559,2.25441837310791,5e-05,0.23212121427059174,2.149562120437622
1,0.2529441714286804,2.0099241733551025,5e-05,0.2757575809955597,1.97021484375
2,0.29291877150535583,1.8984043598175049,5e-05,0.30181819200515747,1.902876377105713
3,0.3173350393772125,1.8459500074386597,5e-05,0.3334343433380127,1.8461322784423828
4,0.33583757281303406,1.7978099584579468,5e-05,0.3444444537162781,1.8119969367980957
5,0.35002538561820984,1.7631020545959473,5e-05,0.3680807948112488,1.764041781425476
6,0.3666243553161621,1.7244330644607544,5e-05,0.3820202052593231,1.7252012491226196
7,0.37977156043052673,1.6919114589691162,5e-05,0.39121213555336,1.6924716234207153
8,0.388350248336792,1.6603590250015259,5e-05,0.4042424261569977,1.6632338762283325
9,0.40241116285324097,1.6288737058639526,5e-05,0.41313132643699646,1.6261245012283325
10,0.41177666187286377,1.6057416200637817,5e-05,0.42414140701293945,1.6011630296707153
11,0.42147207260131836,1.5776240825653076,5e-05,0.4297979772090912,1.581010341644287
12,0.4322081208229065,1.552060842514038,5e-05,0.4396969676017761,1.5570993423461914
13,0.43667513132095337,1.5306016206741333,5e-05,0.45444443821907043,1.5279947519302368
14,0.44467005133628845,1.5125291347503662,5e-05,0.45656564831733704,1.5120443105697632
15,0.455786794424057,1.4905529022216797,5e-05,0.4611110985279083,1.497632622718811
16,0.46197718381881714,1.472322702407837,5e-05,0.46868687868118286,1.4816524982452393
17,0.46774110198020935,1.454589605331421,5e-05,0.4764646589756012,1.465213656425476
18,0.4754314720630646,1.4387644529342651,5e-05,0.4825252592563629,1.4466146230697632
19,0.4826142191886902,1.4261796474456787,5e-05,0.4895959496498108,1.4266986846923828
20,0.4867512583732605,1.4063304662704468,5e-05,0.4978787899017334,1.4154237508773804
21,0.4948731064796448,1.3958758115768433,5e-05,0.5014141201972961,1.4022846221923828
22,0.5006852746009827,1.379929542541504,5e-05,0.5035353302955627,1.3880208730697632
23,0.5045685172080994,1.3690356016159058,5e-05,0.5065656304359436,1.3858457803726196
24,0.5137056112289429,1.3522168397903442,5e-05,0.5162626504898071,1.366329312324524
25,0.5115990042686462,1.3469148874282837,5e-05,0.5198990106582642,1.3510890007019043
26,0.5176141858100891,1.3329540491104126,5e-05,0.5196969509124756,1.352613091468811
27,0.5252030491828918,1.3177546262741089,5e-05,0.5249494910240173,1.337357997894287
28,0.531751275062561,1.3087399005889893,5e-05,0.5313131213188171,1.3267637491226196
29,0.5320812463760376,1.2987542152404785,5e-05,0.5309090614318848,1.3217921257019043
30,0.5379188060760498,1.2829182147979736,5e-05,0.5373737215995789,1.3061819076538086
31,0.5435279011726379,1.2723145484924316,5e-05,0.5414141416549683,1.2969638109207153
32,0.5476903319358826,1.2629231214523315,5e-05,0.5455555319786072,1.287671685218811
33,0.5498605966567993,1.2560362815856934,5e-05,0.5477777719497681,1.2823745012283325
34,0.5555076003074646,1.2418526411056519,5e-05,0.5481818318367004,1.275583028793335
35,0.558020293712616,1.2370980978012085,5e-05,0.5476767420768738,1.2735410928726196
36,0.5645431280136108,1.220840334892273,5e-05,0.554747462272644,1.2612009048461914
37,0.5678172707557678,1.2083032131195068,5e-05,0.554747462272644,1.2583599090576172
38,0.569035530090332,1.2042988538742065,5e-05,0.564242422580719,1.2407078742980957
39,0.5711421370506287,1.1963742971420288,5e-05,0.565353512763977,1.2398052215576172
40,0.5731218457221985,1.1857175827026367,5e-05,0.5674747228622437,1.2292110919952393
41,0.5831472277641296,1.1702053546905518,5e-05,0.570404052734375,1.2218128442764282
42,0.5847461819648743,1.1677577495574951,5e-05,0.5728282928466797,1.219193935394287
43,0.5878934264183044,1.1542792320251465,5e-05,0.576565682888031,1.2062914371490479
44,0.589340090751648,1.147955298423767,5e-05,0.578181803226471,1.2040424346923828
45,0.5960913896560669,1.1401711702346802,5e-05,0.5795959830284119,1.1993962526321411
46,0.5984517931938171,1.126518726348877,5e-05,0.5760605931282043,1.198316216468811
47,0.602208137512207,1.12082839012146,5e-05,0.5832323431968689,1.1864643096923828
48,0.606598973274231,1.1111615896224976,5e-05,0.5788888931274414,1.1921164989471436
49,0.6067258715629578,1.1014982461929321,5e-05,0.5901010036468506,1.1736061573028564
50,0.6102661490440369,1.0945100784301758,5e-05,0.5857575535774231,1.1843928098678589
51,0.6157106757164001,1.0865176916122437,5e-05,0.5861616134643555,1.1726148128509521
52,0.6172335147857666,1.0800049304962158,5e-05,0.5961616039276123,1.159253716468811
53,0.6172842383384705,1.0750218629837036,5e-05,0.595252513885498,1.1565237045288086
54,0.623654842376709,1.0625874996185303,5e-05,0.5953535437583923,1.1550588607788086
