epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.20088748633861542,2.1301259994506836,5e-05,0.30078125,1.962543249130249
1,0.3152838945388794,1.8486461639404297,5e-05,0.34274840354919434,1.8244785070419312
2,0.3617826998233795,1.7339023351669312,5e-05,0.39533254504203796,1.7091565132141113
3,0.39370986819267273,1.6491597890853882,5e-05,0.41846954822540283,1.630399227142334
4,0.4157303273677826,1.5872957706451416,5e-05,0.4388020932674408,1.5701998472213745
5,0.4350923001766205,1.538231372833252,5e-05,0.4576322138309479,1.5293875932693481
6,0.4547301232814789,1.493633508682251,5e-05,0.47556090354919434,1.486985445022583
7,0.47095707058906555,1.4585713148117065,5e-05,0.4839743673801422,1.450908899307251
8,0.4850270748138428,1.4182238578796387,5e-05,0.4990985691547394,1.4165133237838745
9,0.4972161054611206,1.3891284465789795,5e-05,0.5097155570983887,1.3883932828903198
10,0.5083015561103821,1.353759765625,5e-05,0.5103164911270142,1.3747057914733887
11,0.526585042476654,1.3191149234771729,5e-05,0.5262419581413269,1.3377184867858887
12,0.5355638265609741,1.2966865301132202,5e-05,0.5358573794364929,1.314359188079834
13,0.5470255017280579,1.263289451599121,5e-05,0.5453726053237915,1.2920923233032227
14,0.5560042262077332,1.247674584388733,5e-05,0.5559895634651184,1.2687314748764038
15,0.5612208843231201,1.2215805053710938,5e-05,0.5604968070983887,1.2548922300338745
16,0.5703250169754028,1.1995435953140259,5e-05,0.5665063858032227,1.2350119352340698
17,0.5836677551269531,1.1710387468338013,5e-05,0.5651041865348816,1.2245107889175415
18,0.5910413265228271,1.1523094177246094,5e-05,0.5753205418586731,1.2064145803451538
19,0.5964586734771729,1.1324797868728638,5e-05,0.5688101053237915,1.2187093496322632
20,0.6038072109222412,1.1158413887023926,5e-05,0.5862379670143127,1.1785982847213745
21,0.608246386051178,1.0984973907470703,5e-05,0.5880408883094788,1.1671252250671387
22,0.6168238520622253,1.0749064683914185,5e-05,0.5935496687889099,1.1571999788284302
23,0.6231942176818848,1.0558035373687744,5e-05,0.6025640964508057,1.1373510360717773
24,0.6317214965820312,1.0372222661972046,5e-05,0.6018629670143127,1.1313992738723755
25,0.637966513633728,1.0151084661483765,5e-05,0.6073718070983887,1.122957706451416
26,0.6431580781936646,1.0085796117782593,5e-05,0.606370210647583,1.1183627843856812
27,0.6502808928489685,0.9840673804283142,5e-05,0.6096754670143127,1.1111371517181396
28,0.6565760374069214,0.971508264541626,5e-05,0.6161859035491943,1.0914462804794312
29,0.6619181632995605,0.9536603093147278,5e-05,0.6171875,1.0916184186935425
30,0.6673856377601624,0.9411129355430603,5e-05,0.6261017918586731,1.0735129117965698
31,0.6688402891159058,0.9302780628204346,5e-05,0.6301081776618958,1.0635626316070557
32,0.6747090816497803,0.9118338823318481,5e-05,0.6278044581413269,1.0663045644760132
33,0.6838383078575134,0.890988290309906,5e-05,0.6299078464508057,1.0643044710159302
34,0.6940960884094238,0.8677812218666077,1e-05,0.6336137652397156,1.055922269821167
35,0.6927919387817383,0.8675553798675537,1e-05,0.6315104365348816,1.057847261428833
36,0.6956260204315186,0.858596920967102,1e-05,0.6361178159713745,1.0492569208145142
37,0.6929173469543457,0.8611890077590942,1e-05,0.6359174847602844,1.050339937210083
38,0.6980838775634766,0.8540967702865601,1e-05,0.6352163553237915,1.0506967306137085
39,0.6993880271911621,0.8518176078796387,2e-06,0.6355168223381042,1.0505542755126953
40,0.6988111734390259,0.8512929081916809,2e-06,0.6364182829856873,1.0486441850662231
41,0.7010684013366699,0.8495280742645264,2e-06,0.6366186141967773,1.0488938093185425
42,0.7020214796066284,0.8425690531730652,2e-06,0.6357171535491943,1.0497608184814453
43,0.7006922364234924,0.8510197401046753,4e-07,0.6361178159713745,1.0482803583145142
44,0.6985353231430054,0.8515465259552002,4e-07,0.6362179517745972,1.0483617782592773
45,0.6997391581535339,0.8442543745040894,4e-07,0.6363180875778198,1.047757625579834
46,0.7012690901756287,0.8441020846366882,4e-07,0.63671875,1.0474900007247925
47,0.7017204761505127,0.8428890705108643,4e-07,0.6360176205635071,1.0481661558151245
48,0.7021719217300415,0.8483814001083374,4e-07,0.6361178159713745,1.0488922595977783
49,0.7031500935554504,0.8412151336669922,1e-07,0.6363180875778198,1.0479439496994019
50,0.69953852891922,0.8471550345420837,1e-07,0.6368188858032227,1.0475354194641113
51,0.7036767601966858,0.8465889692306519,1e-07,0.6365184187889099,1.048095703125
52,0.7023976445198059,0.8432830572128296,1e-07,0.6369190812110901,1.0473617315292358
53,0.7013443112373352,0.8468217253684998,1e-07,0.6365184187889099,1.0480926036834717
54,0.6994633078575134,0.8420378565788269,1e-07,0.6368188858032227,1.0475198030471802
55,0.7036767601966858,0.8428136110305786,1e-07,0.6365184187889099,1.047879695892334
56,0.7035012245178223,0.8451732993125916,1e-07,0.6370192170143127,1.0470784902572632
57,0.6997642517089844,0.8470780253410339,1e-07,0.63671875,1.0480393171310425
58,0.6997642517089844,0.8439318537712097,1e-07,0.6366186141967773,1.0480111837387085
59,0.7020716071128845,0.8421756029129028,1e-07,0.6366186141967773,1.0477060079574585
60,0.6991121768951416,0.8463101387023926,1e-07,0.6371194124221802,1.0477874279022217
61,0.7028992772102356,0.8453801870346069,1e-07,0.63671875,1.0475760698318481
62,0.7048805952072144,0.8390122056007385,1e-07,0.6371194124221802,1.0474853515625
63,0.7028490900993347,0.8438326716423035,1e-07,0.6369190812110901,1.0481739044189453
