epoch,accuracy,loss,val_accuracy,val_loss
0,0.28213998675346375,2.0389158725738525,0.2649238705635071,2.022195816040039
1,0.36964717507362366,1.7347885370254517,0.3701923191547394,1.8891617059707642
2,0.41153380274772644,1.622617483139038,0.3431490361690521,1.8751332759857178
3,0.43412843346595764,1.5593150854110718,0.4598357379436493,1.5418496131896973
4,0.45566627383232117,1.5141547918319702,0.4854767620563507,1.4875714778900146
5,0.46646034717559814,1.4775221347808838,0.5774238705635071,1.1556609869003296
6,0.48535627126693726,1.4365390539169312,0.44561296701431274,1.6314687728881836
7,0.4967038929462433,1.4088659286499023,0.3793068826198578,1.881984829902649
8,0.5048308968544006,1.3789111375808716,0.45823317766189575,1.6570422649383545
9,0.5171598196029663,1.3543113470077515,0.5817307829856873,1.1667968034744263
10,0.528130054473877,1.3336061239242554,0.5568910241127014,1.2403922080993652
11,0.5352757573127747,1.3074926137924194,0.6175881624221802,1.073272466659546
12,0.5433021187782288,1.284043788909912,0.4977964758872986,1.4251313209533691
13,0.5501207709312439,1.2700763940811157,0.5805288553237915,1.1600667238235474
14,0.5557316541671753,1.2549396753311157,0.563401460647583,1.252896785736084
15,0.5628522634506226,1.2370389699935913,0.6075721383094788,1.1400954723358154
16,0.5635064244270325,1.2304614782333374,0.6025640964508057,1.0986863374710083
17,0.5696457624435425,1.2125567197799683,0.5656049847602844,1.243367075920105
18,0.5769675970077515,1.1950708627700806,0.6526442170143127,0.978336751461029
19,0.5829307436943054,1.183518648147583,0.66015625,0.9720340371131897
20,0.5834591388702393,1.1840918064117432,0.6014623641967773,1.1689612865447998
21,0.5901519656181335,1.1635212898254395,0.6763821840286255,0.9246618747711182
22,0.5940267443656921,1.1512748003005981,0.6692708134651184,0.9535627365112305
23,0.5957376956939697,1.141603946685791,0.6696714758872986,0.9600656032562256
24,0.5998138189315796,1.13808012008667,0.6888020634651184,0.89697265625
25,0.599461555480957,1.1302884817123413,0.6997195482254028,0.8487187027931213
26,0.6076892018318176,1.116472840309143,0.6409254670143127,1.0432751178741455
27,0.6118659377098083,1.1099437475204468,0.6282051205635071,1.1262891292572021
28,0.6114130616188049,1.1086047887802124,0.6704727411270142,0.9351696968078613
29,0.6136271953582764,1.0987852811813354,0.6299078464508057,1.0701448917388916
