epoch,accuracy,f1_score,loss,lr,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.44398370385169983,0.38213738799095154,53.10074996948242,1e-04,0.6692453026771545,0.2674155533313751,0.10086137801408768,0.1024903804063797,32.821075439453125,0.10933242738246918,0.09645432978868484
1,0.9085899591445923,0.8935970664024353,17.474647521972656,1e-04,0.9538821578025818,0.8404790759086609,0.7847555875778198,0.7958491444587708,8.78294849395752,0.8590829968452454,0.741286039352417
2,0.961277186870575,0.9584094882011414,4.43184757232666,1e-04,0.9742663502693176,0.943060576915741,0.8225160241127014,0.8273242115974426,2.569523334503174,0.8607773184776306,0.7963742017745972
3,0.9680706262588501,0.9668540358543396,1.2353055477142334,1e-04,0.975710391998291,0.9581571817398071,0.8689903616905212,0.8709955215454102,1.123734712600708,0.8831462860107422,0.8591746687889099
4,0.9741595983505249,0.9730646014213562,0.5196940302848816,1e-04,0.9785988926887512,0.9675925970077515,0.846754789352417,0.8480120897293091,0.9920629858970642,0.8576989769935608,0.8385416865348816
5,0.9777827858924866,0.9772255420684814,0.32718798518180847,1e-04,0.9817420244216919,0.9727506041526794,0.8683894276618958,0.8701074719429016,0.7587922811508179,0.8810061812400818,0.8594751358032227
6,0.9800472855567932,0.9799633622169495,0.26282742619514465,1e-04,0.9834773540496826,0.9764744639396667,0.8572716116905212,0.8608145117759705,0.822519063949585,0.8697474598884583,0.8520632982254028
7,0.9803492426872253,0.9796876311302185,0.25030896067619324,1e-04,0.9831006526947021,0.9762983322143555,0.8488581776618958,0.8505033254623413,0.8837081789970398,0.8637678027153015,0.8376402258872986
8,0.9822866320610046,0.9820438623428345,0.2296365201473236,1e-04,0.9850145578384399,0.9790911674499512,0.8568710088729858,0.8578787446022034,0.8583531379699707,0.8652200698852539,0.850661039352417
9,0.9841485619544983,0.9839940071105957,0.22132694721221924,1e-04,0.9865449070930481,0.9814563393592834,0.840745210647583,0.8432443141937256,0.9744604229927063,0.8515114188194275,0.8351362347602844
10,0.9953452348709106,0.9951770305633545,0.14162006974220276,2e-05,0.996117889881134,0.9942381381988525,0.8959335088729858,0.8979446887969971,0.6084964871406555,0.9032225608825684,0.8927283883094788
11,0.9985910058021545,0.9983638525009155,0.08611803501844406,2e-05,0.9987409710884094,0.9979870915412903,0.8971354365348816,0.8985404372215271,0.6235059499740601,0.9029941558837891,0.8941305875778198
12,0.998641312122345,0.9985024333000183,0.06975053995847702,2e-05,0.9987664818763733,0.998238742351532,0.8983373641967773,0.8993011116981506,0.626526415348053,0.9027960300445557,0.8958333134651184
13,0.9993206262588501,0.9992449283599854,0.051508255302906036,2e-05,0.9994211196899414,0.9990690350532532,0.8971354365348816,0.8974177837371826,0.6486983299255371,0.9002217054367065,0.8946313858032227
14,0.999446451663971,0.9993833899497986,0.04383379593491554,2e-05,0.9995720982551575,0.999194860458374,0.8982371687889099,0.8995632529258728,0.6856076717376709,0.9015997648239136,0.897536039352417
15,0.9992200136184692,0.9991065859794617,0.042124874889850616,4e-06,0.9992700815200806,0.9989432096481323,0.9022436141967773,0.9032387733459473,0.6374251246452332,0.9056490063667297,0.9008413553237915
16,0.9998238682746887,0.9997482895851135,0.036924660205841064,4e-06,0.9998238682746887,0.9996728897094727,0.9026442170143127,0.9032387733459473,0.6390559077262878,0.9056490063667297,0.9008413553237915
17,0.9997735619544983,0.9997357726097107,0.03479182347655296,4e-06,0.9998238682746887,0.9996477365493774,0.9024438858032227,0.9036954641342163,0.6349589824676514,0.9060612320899963,0.9013421535491943
18,0.9997232556343079,0.9997482895851135,0.03321315348148346,4e-06,0.9998490214347839,0.9996477365493774,0.9052484035491943,0.9056394696235657,0.6222851872444153,0.9081478714942932,0.9031450152397156
19,0.9998993277549744,0.9998741745948792,0.032139625400304794,8e-07,0.9999496936798096,0.9997987151145935,0.9050480723381042,0.905677318572998,0.6295435428619385,0.9078192710876465,0.9035456776618958
20,0.9998741745948792,0.9998741149902344,0.03143436834216118,8e-07,0.9999244809150696,0.9998238682746887,0.9046474099159241,0.9050009250640869,0.6304949522018433,0.9073700904846191,0.9026442170143127
