epoch,accuracy,f1_score,loss,lr,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.3120979070663452,0.23538628220558167,50.26924514770508,1e-04,0.5343891978263855,0.1509348601102829,0.15444710850715637,0.006577634252607822,24.940879821777344,0.6600000262260437,0.0033052884973585606
1,0.7191022634506226,0.6844651699066162,11.417397499084473,1e-04,0.8383731245994568,0.5783011317253113,0.7915664911270142,0.7811520099639893,4.71078634262085,0.8481577038764954,0.7239583134651184
2,0.8347172141075134,0.8261484503746033,2.725069046020508,1e-04,0.8894466757774353,0.7712610960006714,0.825120210647583,0.8271220922470093,1.7071738243103027,0.8558269143104553,0.8002804517745972
3,0.875553548336029,0.872556746006012,1.1487140655517578,1e-04,0.9128463268280029,0.8356733322143555,0.8316305875778198,0.8333075046539307,1.0496314764022827,0.8592403531074524,0.8088942170143127
4,0.8950281739234924,0.8939104080200195,0.7319797277450562,1e-04,0.92374587059021,0.8659420013427734,0.8498597741127014,0.8523479104042053,0.8392419815063477,0.8740132451057434,0.8317307829856873
5,0.9128422141075134,0.9105784893035889,0.5701767802238464,1e-04,0.9331590533256531,0.8890650272369385,0.8752003312110901,0.876909613609314,0.6756281852722168,0.8950662612915039,0.8594751358032227
6,0.9210950136184692,0.9207203984260559,0.4859175384044647,1e-04,0.9392274022102356,0.9029287695884705,0.8348357081413269,0.8368012309074402,0.9029765129089355,0.8524522185325623,0.8217147588729858
7,0.9292723536491394,0.9290986061096191,0.4415748715400696,1e-04,0.944920003414154,0.9137983322143555,0.8732972741127014,0.8756344318389893,0.6737988591194153,0.8877109885215759,0.8638821840286255
8,0.9354116320610046,0.934975266456604,0.4110921621322632,1e-04,0.9496548771858215,0.9207427501678467,0.8743990659713745,0.8755120635032654,0.6897990703582764,0.8844149112701416,0.8667868375778198
9,0.9427334666252136,0.942218005657196,0.37712934613227844,1e-04,0.9542030096054077,0.9305303692817688,0.8687900900840759,0.8713634014129639,0.716687023639679,0.8820028901100159,0.8609775900840759
10,0.9439160823822021,0.9435282349586487,0.37257227301597595,1e-04,0.9551184773445129,0.9322161674499512,0.8660857081413269,0.8688039779663086,0.6923766732215881,0.883095383644104,0.8549679517745972
11,0.9513888955116272,0.9510084390640259,0.33875131607055664,1e-04,0.9607888460159302,0.9414251446723938,0.8544671535491943,0.8573307991027832,0.7803981304168701,0.8664961457252502,0.8483573794364929
12,0.9760215282440186,0.9754443764686584,0.21007069945335388,2e-05,0.9804280400276184,0.970511257648468,0.9061498641967773,0.9075289964675903,0.4488530158996582,0.9157658815383911,0.8994390964508057
13,0.9843246936798096,0.9839803576469421,0.14032793045043945,2e-05,0.9865938425064087,0.981380820274353,0.9090544581413269,0.9100789427757263,0.4564867615699768,0.9144504070281982,0.9057492017745972
14,0.9858595132827759,0.9856540560722351,0.12157991528511047,2e-05,0.9876711368560791,0.9836453199386597,0.9099559187889099,0.9117069840431213,0.4535062313079834,0.9159001111984253,0.9075520634651184
15,0.9892058968544006,0.9888560771942139,0.10343509167432785,2e-05,0.9908797144889832,0.9868407845497131,0.9080528616905212,0.9087889790534973,0.47294503450393677,0.9129687547683716,0.9046474099159241
16,0.9906652569770813,0.990411102771759,0.08961718529462814,2e-05,0.9919735193252563,0.9888536930084229,0.9111578464508057,0.9117335677146912,0.4583030045032501,0.9156480431556702,0.9078525900840759
17,0.9917723536491394,0.9915851354598999,0.08080649375915527,4e-06,0.992885947227478,0.9902878403663635,0.9137620329856873,0.9146420359611511,0.4556257724761963,0.9186622500419617,0.9106570482254028
18,0.9935587644577026,0.9931856989860535,0.07471030205488205,4e-06,0.9943756461143494,0.9919987916946411,0.9147636294364929,0.915092408657074,0.45667746663093567,0.9180443286895752,0.9121594429016113
19,0.994036853313446,0.994093656539917,0.06903786212205887,4e-06,0.9951087832450867,0.993080735206604,0.9156650900840759,0.9166498184204102,0.4512479305267334,0.9201655387878418,0.913161039352417
20,0.9944645762443542,0.9943712949752808,0.06399314105510712,4e-06,0.995286226272583,0.9934581518173218,0.9168669581413269,0.9181909561157227,0.4441505968570709,0.9213392734527588,0.9150640964508057
21,0.9949678182601929,0.9948248863220215,0.06085957586765289,4e-06,0.9956899881362915,0.9939613342285156,0.9172676205635071,0.9178219437599182,0.4430364966392517,0.9205965399742126,0.9150640964508057
22,0.9949678182601929,0.9949497580528259,0.06043379753828049,4e-06,0.9960160255432129,0.99388587474823,0.9153645634651184,0.9161056280136108,0.4476824104785919,0.9189679622650146,0.9132612347602844
23,0.9946155548095703,0.9945974946022034,0.05922333523631096,4e-06,0.9955880641937256,0.9936090707778931,0.9161658883094788,0.9174200892448425,0.448009192943573,0.9201934933662415,0.9146634340286255
24,0.9948671460151672,0.9947238564491272,0.05886169523000717,4e-06,0.9956391453742981,0.9938104152679443,0.9166666865348816,0.9172229170799255,0.45564359426498413,0.9193921685218811,0.9150640964508057
