epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.4287860691547394,0.3611333668231964,1.628149151802063,0.5694946050643921,0.2643980383872986,0.4520232379436493,0.4384821355342865,1.5834224224090576,0.6052910089492798,0.34375
1,0.5618980526924133,0.5175551176071167,1.2282739877700806,0.7054240107536316,0.408707857131958,0.5013020634651184,0.45942577719688416,1.4363527297973633,0.6050736308097839,0.37029245495796204
2,0.609475314617157,0.5769747495651245,1.1037925481796265,0.7386506199836731,0.47336477041244507,0.5779246687889099,0.5584585666656494,1.1909586191177368,0.6904129981994629,0.46885016560554504
3,0.6458417177200317,0.6242818832397461,1.0074914693832397,0.7647935748100281,0.5273876190185547,0.5737179517745972,0.5449830889701843,1.2471027374267578,0.6846969723701477,0.45262420177459717
4,0.665981113910675,0.6493880152702332,0.9514604806900024,0.7747149467468262,0.5589636564254761,0.5398637652397156,0.5239741206169128,1.3774570226669312,0.6169924139976501,0.4553285241127014
5,0.6840389370918274,0.6691964268684387,0.9004108905792236,0.7838238477706909,0.5838181972503662,0.6482371687889099,0.6403900980949402,1.023950219154358,0.7381356954574585,0.565504789352417
6,0.6999648809432983,0.6872584819793701,0.8555617332458496,0.7926717400550842,0.6065911054611206,0.6872996687889099,0.6751224994659424,0.9172025918960571,0.7954082489013672,0.5864382982254028
7,0.7182483673095703,0.7100890874862671,0.8105043172836304,0.8076996803283691,0.6335272789001465,0.6907051205635071,0.690692663192749,0.8807812333106995,0.7856960296630859,0.6161859035491943
8,0.7273775935173035,0.7206695675849915,0.7852249145507812,0.8136754035949707,0.6467446088790894,0.6541466116905212,0.6541971564292908,1.0417499542236328,0.7419027090072632,0.585036039352417
9,0.7388894557952881,0.7322089076042175,0.7515535354614258,0.819817841053009,0.6615168452262878,0.7034254670143127,0.6981986165046692,0.8356567621231079,0.778654158115387,0.6328125
10,0.7500250935554504,0.7451861500740051,0.7199287414550781,0.8271979093551636,0.6779695153236389,0.7124398946762085,0.707280158996582,0.8307005763053894,0.8029011487960815,0.6320112347602844
11,0.7575240731239319,0.752818763256073,0.6972163915634155,0.8307901620864868,0.6882273554801941,0.6567507982254028,0.6560351252555847,1.0073274374008179,0.7273502945899963,0.5974559187889099
12,0.7640700340270996,0.7594202756881714,0.6798957586288452,0.8337181806564331,0.6972813010215759,0.6869992017745972,0.6861737370491028,0.9027525186538696,0.7557831406593323,0.6283053159713745
13,0.7713683843612671,0.7695149183273315,0.6528583765029907,0.8394688367843628,0.7103230357170105,0.7276642918586731,0.723288893699646,0.7925146818161011,0.7887390851974487,0.6678686141967773
14,0.7734249830245972,0.7708703279495239,0.6433337926864624,0.8390248417854309,0.7129564881324768,0.6902043223381042,0.6896969079971313,0.921002984046936,0.766470730304718,0.6269030570983887
15,0.7843348979949951,0.7821052074432373,0.6181856393814087,0.846587598323822,0.7267506122589111,0.7900640964508057,0.791289210319519,0.6016348004341125,0.8566759824752808,0.7351762652397156
16,0.7854133248329163,0.7832629084587097,0.6115575432777405,0.8451641201972961,0.7298104166984558,0.7697315812110901,0.770596444606781,0.6701257824897766,0.8383980989456177,0.7129406929016113
17,0.7926865816116333,0.7917068600654602,0.5877053141593933,0.8513911366462708,0.7398424744606018,0.7164463400840759,0.7113587260246277,0.8399449586868286,0.7825459837913513,0.6520432829856873
18,0.7963733673095703,0.7950752377510071,0.5798768997192383,0.8523226380348206,0.7450340986251831,0.7703325152397156,0.7733705639839172,0.6617467403411865,0.8357566595077515,0.719651460647583
19,0.8000602126121521,0.7985478043556213,0.5636728405952454,0.8534261584281921,0.750300943851471,0.7168469429016113,0.7174872756004333,0.8404432535171509,0.7874326705932617,0.6589543223381042
