epoch,accuracy,f1_score,loss,lr,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.4624798893928528,0.42447221279144287,49.42155456542969,1e-04,0.7116919755935669,0.30242258310317993,0.17177483439445496,0.04626265540719032,21.55242919921875,0.5062761306762695,0.02423878200352192
1,0.9260517358779907,0.916104793548584,7.772272109985352,1e-04,0.9547873139381409,0.8804348111152649,0.8444511294364929,0.8474717736244202,2.572207450866699,0.8855895400047302,0.8125
2,0.9714673757553101,0.9696661233901978,1.0464166402816772,1e-04,0.9775004982948303,0.9619565010070801,0.8419471383094788,0.8431291580200195,1.0629966259002686,0.8577201962471008,0.829026460647583
3,0.976222813129425,0.9757207036018372,0.34322190284729004,1e-04,0.9802676439285278,0.9712157845497131,0.8522636294364929,0.8549079298973083,0.8066837787628174,0.8731203079223633,0.8374398946762085
4,0.9813305139541626,0.9809153079986572,0.21879896521568298,1e-04,0.9841700196266174,0.9776821732521057,0.8408453464508057,0.8429358601570129,0.9353954792022705,0.8515074253082275,0.8345352411270142
5,0.9832930564880371,0.9834232330322266,0.17361734807491302,1e-04,0.9861602783203125,0.9807015061378479,0.862379789352417,0.863243043422699,0.8010361790657043,0.8722012042999268,0.8544671535491943
6,0.9866646528244019,0.9864726066589355,0.14766795933246613,1e-04,0.9885539412498474,0.9844001531600952,0.8587740659713745,0.8601846694946289,0.9132112264633179,0.8667005300521851,0.8537660241127014
7,0.986966609954834,0.9867778420448303,0.1462114155292511,1e-04,0.9886596202850342,0.9849033951759338,0.852463960647583,0.8544110655784607,0.8365916013717651,0.8631439208984375,0.8458533883094788
8,0.9880484938621521,0.9880252480506897,0.1358090192079544,1e-04,0.9899469614028931,0.9861111044883728,0.840745210647583,0.8416846990585327,0.9352639317512512,0.849892795085907,0.8336338400840759
9,0.9894323945045471,0.9893378019332886,0.12491122633218765,1e-04,0.9911115765571594,0.9875704646110535,0.8418469429016113,0.8418132662773132,1.1153395175933838,0.8476693630218506,0.8360376358032227
10,0.9974587559700012,0.9973695278167725,0.056499794125556946,2e-05,0.9977840185165405,0.9969555139541626,0.8983373641967773,0.8994612097740173,0.5606388449668884,0.9042413234710693,0.8947315812110901
11,0.9991697072982788,0.9991316795349121,0.03097670152783394,2e-05,0.9992952346801758,0.9989684224128723,0.8991386294364929,0.8989351391792297,0.6346285343170166,0.9016525745391846,0.8962339758872986
12,0.9996225833892822,0.9995972514152527,0.027017991989850998,2e-05,0.9997231364250183,0.9994716048240662,0.9015424847602844,0.9023447036743164,0.6638454794883728,0.904661238193512,0.9000400900840759
13,0.999597430229187,0.999547004699707,0.02533869259059429,2e-05,0.9996979832649231,0.9993961453437805,0.9002403616905212,0.9007525444030762,0.6738124489784241,0.9024733304977417,0.8990384340286255
14,0.9997232556343079,0.9996350407600403,0.023861171677708626,2e-05,0.9997483491897583,0.9995219111442566,0.9037460088729858,0.9045109152793884,0.6379426121711731,0.9062845706939697,0.9027444124221802
15,0.9998238682746887,0.9998111724853516,0.020797980949282646,4e-06,0.9998993277549744,0.9997232556343079,0.9047476053237915,0.9053422808647156,0.6522539258003235,0.9068435430526733,0.9038461446762085
16,0.9997987151145935,0.999823808670044,0.020211834460496902,4e-06,0.9998490214347839,0.9997987151145935,0.9061498641967773,0.9063550233840942,0.6540801525115967,0.9077665209770203,0.9049479365348816
17,0.9998490214347839,0.9997734427452087,0.019984066486358643,4e-06,0.9998490214347839,0.9996980428695679,0.9074519276618958,0.9077956676483154,0.6435020565986633,0.9093467593193054,0.90625
18,0.9998741745948792,0.999886691570282,0.019463954493403435,4e-06,0.9999496936798096,0.9998238682746887,0.9060496687889099,0.9064098000526428,0.6523457765579224,0.9077757596969604,0.9050480723381042
19,0.9997987151145935,0.9997986555099487,0.019659696146845818,8e-07,0.9998238682746887,0.9997735619544983,0.9067507982254028,0.9069662094116211,0.6509945392608643,0.9082872867584229,0.9056490659713745
20,0.9998993277549744,0.9998741149902344,0.019030051305890083,8e-07,0.9999244809150696,0.9998238682746887,0.9067507982254028,0.9067107439041138,0.6511392593383789,0.9080771803855896,0.905348539352417
