epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.4428335428237915,0.4006301760673523,1.6303462982177734,0.5595976114273071,0.31199920177459717,0.1653645783662796,0.08326336741447449,3.459746837615967,0.2569948136806488,0.04967948794364929
1,0.5840761661529541,0.5594541430473328,1.1739225387573242,0.7063730955123901,0.4631280303001404,0.5110176205635071,0.48533895611763,1.4207178354263306,0.6412239074707031,0.3904246687889099
2,0.6434866189956665,0.6259193420410156,1.0102378129959106,0.7530178427696228,0.5355297923088074,0.559495210647583,0.5385761857032776,1.3205206394195557,0.7090284824371338,0.4341947138309479
3,0.6810929775238037,0.6694709062576294,0.900138258934021,0.7799070477485657,0.5864313244819641,0.5780248641967773,0.573672890663147,1.2456285953521729,0.6775822043418884,0.4973958432674408
4,0.7062652111053467,0.6962791681289673,0.8343366384506226,0.7941920757293701,0.6198592185974121,0.555588960647583,0.5522788166999817,1.3751479387283325,0.6242424249649048,0.4951923191547394
5,0.7253596186637878,0.7189159393310547,0.7829803228378296,0.8099983930587769,0.6462469696998596,0.6852964758872986,0.6842280626296997,0.9254571199417114,0.772624135017395,0.6139823794364929
6,0.739566445350647,0.734989583492279,0.7419900894165039,0.8154401779174805,0.668988049030304,0.563401460647583,0.555567741394043,1.2958577871322632,0.6216216087341309,0.5022035241127014
7,0.756077766418457,0.7520362734794617,0.6914113163948059,0.8250521421432495,0.6908934116363525,0.7212539911270142,0.7221764922142029,0.7942783832550049,0.7982296347618103,0.6593549847602844
8,0.7661314606666565,0.7622218132019043,0.663623034954071,0.8303976655006409,0.7043911814689636,0.7322716116905212,0.7352606654167175,0.7820509672164917,0.7983804941177368,0.6813902258872986
9,0.7824149131774902,0.7798985838890076,0.6219512224197388,0.8433745503425598,0.7253089547157288,0.6935096383094788,0.6960553526878357,0.8984547257423401,0.7644098401069641,0.6389222741127014
10,0.7934562563896179,0.7904552221298218,0.5928587913513184,0.8489649891853333,0.7394904494285583,0.6924078464508057,0.6942602396011353,0.9484495520591736,0.7514875531196594,0.6451321840286255
11,0.8033073544502258,0.8008021116256714,0.5625425577163696,0.8545454740524292,0.7534187436103821,0.6237980723381042,0.6285591721534729,1.2727673053741455,0.6720638275146484,0.5903445482254028
12,0.8255419135093689,0.8262417912483215,0.4908035695552826,0.8731564283370972,0.7841116189956665,0.7524038553237915,0.7535162568092346,0.7420220971107483,0.7947549819946289,0.7163461446762085
13,0.8382293581962585,0.8365294933319092,0.456363320350647,0.878153383731842,0.7986730337142944,0.7865585088729858,0.7917347550392151,0.6248102784156799,0.8380131721496582,0.7503004670143127
14,0.845750629901886,0.846240222454071,0.4333661198616028,0.8853996396064758,0.8103981018066406,0.776442289352417,0.7789685130119324,0.6608039736747742,0.8281813859939575,0.735276460647583
15,0.8519297242164612,0.8516004681587219,0.41827961802482605,0.8877868056297302,0.8182485699653625,0.7915664911270142,0.795556902885437,0.6123645305633545,0.8341023921966553,0.7604166865348816
16,0.8546394109725952,0.8550563454627991,0.40745091438293457,0.8898778557777405,0.8228575587272644,0.7972756624221802,0.8009247183799744,0.60640949010849,0.8423030376434326,0.7634214758872986
17,0.8612489700317383,0.8620290756225586,0.3938175141811371,0.8940152525901794,0.8322528600692749,0.7758413553237915,0.7784756422042847,0.6791324019432068,0.8153508901596069,0.7447916865348816
18,0.8678585886955261,0.8688122034072876,0.3717975616455078,0.8998724818229675,0.8398247361183167,0.7941706776618958,0.7969791293144226,0.6363138556480408,0.8301866054534912,0.7663261294364929
19,0.8733539581298828,0.8731728196144104,0.3558947443962097,0.9008240103721619,0.8471687436103821,0.7864583134651184,0.789800226688385,0.6519180536270142,0.8237789869308472,0.7585136294364929
20,0.8869529962539673,0.8858533501625061,0.32188600301742554,0.9117347598075867,0.8614009022712708,0.8136017918586731,0.8195871114730835,0.5612220764160156,0.8500107526779175,0.7912660241127014
21,0.891334056854248,0.8912569284439087,0.3040217161178589,0.9141814708709717,0.869454026222229,0.7806490659713745,0.7844947576522827,0.6961765289306641,0.8139334321022034,0.7571113705635071
22,0.8951073884963989,0.8953264355659485,0.2921496033668518,0.9174550771713257,0.8742402791976929,0.8230168223381042,0.8281630873680115,0.5426449179649353,0.8604902029037476,0.7981770634651184
23,0.8994631171226501,0.9002020955085754,0.28527429699897766,0.9216992259025574,0.8796849846839905,0.8247195482254028,0.8275255560874939,0.541736900806427,0.8552041053771973,0.8015825152397156
24,0.9027805924415588,0.9019622206687927,0.27383849024772644,0.9218646883964539,0.882901132106781,0.8127003312110901,0.8162843585014343,0.5875958204269409,0.8429363965988159,0.7912660241127014
25,0.9053130149841309,0.9057714343070984,0.2644883394241333,0.9246352910995483,0.8876620531082153,0.8185096383094788,0.822624683380127,0.5691736936569214,0.8485041856765747,0.7982772588729858
26,0.9058194756507874,0.9065191149711609,0.2598526179790497,0.9251496195793152,0.888624370098114,0.8133012652397156,0.8178395628929138,0.590650737285614,0.8427371978759766,0.7943710088729858
27,0.9173672795295715,0.9171305894851685,0.23743467032909393,0.9337864518165588,0.901058554649353,0.8292267918586731,0.8326643109321594,0.5354640483856201,0.8561905026435852,0.8103966116905212
