epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.2711087763309479,0.14548519253730774,2.1188125610351562,0.36749187111854553,0.09069511294364929,0.16466346383094788,0.003390844212844968,2.5756258964538574,0.39534884691238403,0.0017027243738994002
1,0.35666531324386597,0.2116406112909317,1.7882925271987915,0.5232244729995728,0.13264788687229156,0.33994391560554504,0.24664553999900818,1.749566912651062,0.4984765350818634,0.1638621836900711
2,0.39437296986579895,0.2647196054458618,1.6711690425872803,0.5751439929008484,0.1719256490468979,0.46454328298568726,0.4145717918872833,1.5294415950775146,0.6301593780517578,0.30889421701431274
3,0.42000100016593933,0.30346205830574036,1.600927710533142,0.6028005480766296,0.20277045667171478,0.48467546701431274,0.43702271580696106,1.4419951438903809,0.6482174396514893,0.3296273946762085
4,0.43924736976623535,0.33001384139060974,1.5488708019256592,0.6163330078125,0.2253342717885971,0.47235578298568726,0.4208616316318512,1.4702273607254028,0.5958539843559265,0.3253205120563507
5,0.45315033197402954,0.35467830300331116,1.5136476755142212,0.6370798349380493,0.24574553966522217,0.53515625,0.4567892551422119,1.3085776567459106,0.695189356803894,0.34014421701431274
6,0.4675597548484802,0.37621939182281494,1.4798282384872437,0.6503422260284424,0.2646626830101013,0.43980368971824646,0.41336965560913086,1.5534911155700684,0.5426571369171143,0.33383414149284363
7,0.4802471697330475,0.3965221047401428,1.4422639608383179,0.656120240688324,0.2841116189956665,0.5738180875778198,0.5230967402458191,1.1758513450622559,0.7349528670310974,0.4060496687889099
8,0.48612236976623535,0.40819045901298523,1.4249364137649536,0.6644958853721619,0.2945705056190491,0.46864983439445496,0.43950197100639343,1.4789221286773682,0.5540993809700012,0.3641826808452606
9,0.5039758682250977,0.4275408387184143,1.3835338354110718,0.674619197845459,0.31293052434921265,0.4390023946762085,0.4082217812538147,1.6702117919921875,0.5059241652488708,0.34214743971824646
10,0.5093699097633362,0.4410606920719147,1.3701527118682861,0.6797806024551392,0.32642829418182373,0.5301482081413269,0.4747673273086548,1.3084583282470703,0.6867652535438538,0.36278045177459717
11,0.5338330864906311,0.4671783745288849,1.3083561658859253,0.6997523903846741,0.35063818097114563,0.5729166865348816,0.5616248846054077,1.2106168270111084,0.7019678354263306,0.4680488705635071
12,0.5434815883636475,0.4825446903705597,1.2851899862289429,0.706157922744751,0.36649107933044434,0.5257411599159241,0.5002310276031494,1.3798834085464478,0.5910704731941223,0.43359375
