epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.4364483058452606,0.38854825496673584,1.6400437355041504,0.5568224191665649,0.2983773946762085,0.5356570482254028,0.4445371925830841,1.3192147016525269,0.7282261848449707,0.3199118673801422
1,0.5703502297401428,0.5416742563247681,1.2079719305038452,0.6981896162033081,0.4424818754196167,0.6074719429016113,0.5820885896682739,1.1135858297348022,0.7344727516174316,0.48207131028175354
2,0.6284973621368408,0.6080424785614014,1.0504775047302246,0.7434358596801758,0.5143669247627258,0.5835336446762085,0.5696849226951599,1.1698743104934692,0.6786208748817444,0.4908854067325592
3,0.6604770421981812,0.6465408205986023,0.9616588354110718,0.7649363875389099,0.5598832368850708,0.6041666865348816,0.6040713787078857,1.1815898418426514,0.6911859512329102,0.5364583134651184
4,0.6857638955116272,0.6731629967689514,0.9001331925392151,0.7803987860679626,0.5918377637863159,0.6126803159713745,0.6114023327827454,1.2181748151779175,0.6900025010108948,0.5488781929016113
5,0.7203351259231567,0.7116860747337341,0.7961135506629944,0.8090888857841492,0.6352154016494751,0.6927083134651184,0.6921979188919067,0.893106997013092,0.7653481960296631,0.6318109035491943
6,0.7356582283973694,0.7289300560951233,0.7545151710510254,0.8155518174171448,0.6589422225952148,0.6690705418586731,0.6685755252838135,0.9697548151016235,0.7424483299255371,0.6080729365348816
7,0.7424013614654541,0.736211359500885,0.7324714064598083,0.8178995251655579,0.6693589091300964,0.7237580418586731,0.7239966988563538,0.7995129823684692,0.7958228588104248,0.6640625
8,0.7542270421981812,0.7488626837730408,0.697708249092102,0.8281602263450623,0.6834239363670349,0.7483974099159241,0.7479127645492554,0.7274467349052429,0.8151737451553345,0.6909054517745972
9,0.763863742351532,0.7599895000457764,0.6778796315193176,0.8341101408004761,0.697966992855072,0.7369791865348816,0.734639048576355,0.7626792788505554,0.791238009929657,0.6855969429016113
10,0.7666314244270325,0.7637743949890137,0.6648688912391663,0.8355902433395386,0.7033262848854065,0.7476963400840759,0.7468588948249817,0.727176308631897,0.8214371800422668,0.6846955418586731
11,0.7744313478469849,0.7733314633369446,0.6394659876823425,0.8419898748397827,0.7150261402130127,0.7272636294364929,0.723676323890686,0.8308419585227966,0.7808839082717896,0.6742788553237915
12,0.7822312712669373,0.7796944975852966,0.6211376190185547,0.8456898927688599,0.7232538461685181,0.8019831776618958,0.8015791773796082,0.5804197788238525,0.8576321601867676,0.7524038553237915
13,0.7887479662895203,0.7882276773452759,0.6001987457275391,0.84905606508255,0.7355324029922485,0.7645232081413269,0.7689908742904663,0.7038010358810425,0.8299872279167175,0.7163461446762085
14,0.7948620915412903,0.7944726347923279,0.5857318639755249,0.8519136905670166,0.744288444519043,0.7677283883094788,0.7689593434333801,0.6857296824455261,0.8243382573127747,0.7205528616905212
15,0.7984349727630615,0.7970937490463257,0.5743058323860168,0.854776918888092,0.7467039227485657,0.6989182829856873,0.6973760724067688,0.9474493265151978,0.7406823635101318,0.6588541865348816
16,0.8145632147789001,0.8125307559967041,0.5298177599906921,0.8636376261711121,0.7671346664428711,0.7974759340286255,0.8013892769813538,0.591131329536438,0.8443113565444946,0.762620210647583
17,0.8238979578018188,0.8224270939826965,0.5036369562149048,0.87153559923172,0.7785577774047852,0.8145031929016113,0.8183013796806335,0.5441097617149353,0.8625818490982056,0.7783453464508057
18,0.8248540759086609,0.8249982595443726,0.5000944137573242,0.8727436065673828,0.782206118106842,0.7962740659713745,0.797685444355011,0.6059620380401611,0.8400177359580994,0.7594150900840759
19,0.8266404867172241,0.8265374898910522,0.4895487427711487,0.8743718862533569,0.7836654782295227,0.7905648946762085,0.7921593189239502,0.6310327649116516,0.8332780599594116,0.7549078464508057
20,0.8296849727630615,0.8304503560066223,0.48088085651397705,0.8760016560554504,0.789402186870575,0.792067289352417,0.7949988842010498,0.6206634044647217,0.8398350477218628,0.7547075152397156
21,0.840202271938324,0.8419426679611206,0.45472532510757446,0.8853883147239685,0.8025614023208618,0.8059895634651184,0.8062322735786438,0.580529510974884,0.8433603048324585,0.7722355723381042
22,0.844555139541626,0.8442732095718384,0.4440598487854004,0.886961817741394,0.8055052161216736,0.8297275900840759,0.8316530585289001,0.5005913376808167,0.8690099120140076,0.7973757982254028
23,0.8426680564880371,0.8434451222419739,0.44238555431365967,0.8844380378723145,0.8060839176177979,0.8323317170143127,0.8354575037956238,0.48305901885032654,0.8730349540710449,0.8009815812110901
24,0.8496628403663635,0.8497323989868164,0.42753371596336365,0.8896963596343994,0.8132045269012451,0.8273237347602844,0.8320809602737427,0.5052148699760437,0.8685185313224792,0.7985777258872986
25,0.8508202433586121,0.8502538204193115,0.42348235845565796,0.8882280588150024,0.8153935074806213,0.8192107081413269,0.8219091296195984,0.5351117849349976,0.8576093912124634,0.7890625
